"Currency","Year","Quarter","market","duration","method","purpose","visits","spend","nights","StandardRate","SpendPerVisit"
"THB",2010,"Q4","Thailand","8-14 nights","Air","Holiday",1483.256966,1423187.308,11.69695699,1.00954982991826,959.501516340763
"THB",2010,"Q4","Thailand","15+  nights","Air","Holiday",255.997986,949697.971,3.58397007,1.00954982991826,3709.78688480776
"THB",2010,"Q4","Thailand","4-7  nights","Air","Miscellaneous",318.058997,112448.998,0.636117995,1.00954982991826,353.54760928206
"THB",2010,"Q4","Thailand","1-3  nights","Air","Holiday",255.997986,106238.998,0.511995971,1.00954982991826,414.999350815205
"THB",2011,"Q1","Thailand","1-3  nights","Air","Business",236.634001,476817.995,0.709901989,0.733619360654204,2015.00204106341
"THB",2011,"Q1","Thailand","8-14 nights","Air","Business",236.634001,199268.997,1.65644002,0.733619360654204,842.097907138882
"THB",2011,"Q1","Thailand","4-7  nights","Air","VFR",225.295007,42080.7,0.225295007,0.733619360654204,186.780437615291
"THB",2011,"Q1","Thailand","4-7  nights","Air","Holiday",483.438984,1247496.977,1.780026048,0.733619360654204,2580.46417084146
"THB",2011,"Q1","Thailand","8-14 nights","Air","Holiday",538.241982,242779.396,3.611200094,0.733619360654204,451.059939802317
"THB",2011,"Q1","Thailand","4-7  nights","Air","Miscellaneous",226.192996,168740.004,1.130959988,0.733619360654204,746.000128138362
"THB",2011,"Q1","Thailand","15+  nights","Air","Study",226.192996,1244510.055,36.417099,0.733619360654204,5501.98316043349
"THB",2011,"Q1","Thailand","4-7  nights","Air","Business",226.192996,568875.015,1.583349943,0.733619360654204,2514.99836449401
"THB",2011,"Q1","Thailand","1-3  nights","Air","Holiday",226.192996,116489.001,0.452385992,0.733619360654204,514.998267231935
"THB",2011,"Q1","Thailand","8-14 nights","Air","VFR",689.019993,645342.007,6.242939115,0.733619360654204,936.608536118342
"THB",2011,"Q2","Thailand","8-14 nights","Air","Miscellaneous",245.598003,101922.996,2.947180033,0.652146063659586,414.999286455924
"THB",2011,"Q2","Thailand","4-7  nights","Air","Holiday",3100.386083,2325019.188,15.57326043,0.652146063659586,749.912793360968
"THB",2011,"Q2","Thailand","8-14 nights","Tunnel","Holiday",1493.710041,919158.995,16.39990044,0.652146063659586,615.353026873038
"THB",2011,"Q2","Thailand","8-14 nights","Air","VFR",612.53801,353719.495,3.590699911,0.652146063659586,577.465380474919
"THB",2011,"Q2","Thailand","1-3  nights","Air","Miscellaneous",675.393999,378527.964,1.043790996,0.652146063659586,560.455030042397
"THB",2011,"Q2","Thailand","15+  nights","Air","Holiday",910.773009,643490.016,13.79555988,0.652146063659586,706.531714973121
"THB",2011,"Q2","Thailand","8-14 nights","Air","Business",306.997001,169046.998,1.534980059,0.652146063659586,550.647066418737
"THB",2011,"Q2","Thailand","8-14 nights","Air","Holiday",999.170989,1765047.982,11.17900014,0.652146063659586,1766.5124402446
"THB",2011,"Q2","Thailand","4-7  nights","Air","Business",245.598003,249282.002,1.719190001,0.652146063659586,1015.00011789591
"THB",2011,"Q2","Thailand","15+  nights","Air","Business",294.717014,648967.028,5.894340038,0.652146063659586,2202.00055365653
"THB",2011,"Q2","Thailand","4-7  nights","Air","VFR",1430.561006,588469.99,9.827330112,0.652146063659586,411.356095637909
"THB",2011,"Q2","Thailand","15+  nights","Air","VFR",1925.817013,1332447.098,63.94984055,0.652146063659586,691.886658496354
"THB",2011,"Q3","Thailand","1-3  nights","Air","Business",901.81601,1276069.999,1.803632021,0.802034219803022,1415.00038239507
"THB",2011,"Q3","Thailand","15+  nights","Air","VFR",471.778989,10578,0.996276975,0.802034219803022,22.4215156813607
"THB",2011,"Q3","Thailand","8-14 nights","Air","Miscellaneous",399.670005,405665.01,3.197360039,0.802034219803022,1014.99988721946
"THB",2011,"Q3","Thailand","4-7  nights","Air","VFR",418.170005,152021.006,2.649199963,0.802034219803022,363.538762183576
"THB",2011,"Q3","Thailand","15+  nights","Air","Study",450.908005,13793299.67,40.13079834,0.802034219803022,30590.0527758428
"THB",2011,"Q3","Thailand","15+  nights","Air","Holiday",1176.532,2310712.993,17.92973042,0.802034219803022,1964.0035230661
"THB",2011,"Q3","Thailand","8-14 nights","Air","Business",450.908005,908580.005,4.509079933,0.802034219803022,2015.0008314889
"THB",2011,"Q3","Thailand","4-7  nights","Air","Miscellaneous",450.908005,119491.003,2.705450058,0.802034219803022,265.000846458692
"THB",2011,"Q3","Thailand","1-3  nights","Air","VFR",471.778989,253814.995,0.996276975,0.802034219803022,537.995546469748
"THB",2011,"Q3","Thailand","8-14 nights","Air","Holiday",1083.292007,179286.003,2.995289922,0.802034219803022,165.50108543356
"THB",2011,"Q3","Thailand","8-14 nights","Air","VFR",418.170005,181289.002,3.532269955,0.802034219803022,433.529425430693
"THB",2011,"Q3","Thailand","1-3  nights","Air","Holiday",755.967975,120425.999,1.435150027,0.802034219803022,159.300397612743
"THB",2011,"Q3","Thailand","4-7  nights","Air","Holiday",1395.590991,1239393.979,7.030389905,0.802034219803022,888.078231367717
"THB",2011,"Q3","Thailand","4-7  nights","Air","Business",450.908005,285995.99,1.803629994,0.802034219803022,634.266827886544
"THB",2011,"Q4","Thailand","4-7  nights","Air","Business",586.457014,360671.014,2.345829964,0.764846059850782,614.99991540727
"THB",2011,"Q4","Thailand","8-14 nights","Air","Miscellaneous",356.931001,213482.007,1.070790052,0.764846059850782,598.104413463374
"THB",2011,"Q4","Thailand","15+  nights","Air","Study",1233.150005,2691970.11,40.69400024,0.764846059850782,2183.00295915743
"THB",2011,"Q4","Thailand","4-7  nights","Tunnel","Holiday",1370.069981,685037.017,6.85036993,0.764846059850782,500.001479121525
"THB",2011,"Q4","Thailand","8-14 nights","Air","VFR",1539.181024,990775.574,17.45417011,0.764846059850782,643.703085310387
"THB",2011,"Q4","Thailand","1-3  nights","Sea","Holiday",1484.210014,323558.003,2.968420029,0.764846059850782,218.000148191966
"THB",2011,"Q4","Thailand","8-14 nights","Air","Holiday",575.342,156402.007,1.85631001,0.764846059850782,271.841803657651
"THB",2011,"Q4","Thailand","4-7  nights","Air","Holiday",1641.90799,1523395.017,8.387100101,0.764846059850782,927.819966939804
"THB",2011,"Q4","Thailand","15+  nights","Air","Holiday",567.596972,117499.001,21.06019974,0.764846059850782,207.011324577679
"THB",2011,"Q4","Thailand","15+  nights","Air","Miscellaneous",725.808978,10887.1,21.77429962,0.764846059850782,14.9999522326107
"THB",2011,"Q4","Thailand","1-3  nights","Air","Business",356.931001,478287.995,1.070790052,0.764846059850782,1340.00127100195
"THB",2011,"Q4","Thailand","1-3  nights","Air","Holiday",606.580019,81765.6,0.978546977,0.764846059850782,134.79771413308
"THB",2012,"Q1","Thailand","4-7  nights","Air","Holiday",1624.960005,1243586.616,10.880045,0.774639888235154,765.302907255247
"THB",2012,"Q1","Thailand","8-14 nights","Air","VFR",303.032994,610665.023,3.031450033,0.774639888235154,2015.17668072804
"THB",2012,"Q1","Thailand","4-7  nights","Air","VFR",677.839994,2382819.891,3.05140996,0.774639888235154,3515.31321859418
"THB",2012,"Q1","Thailand","1-3  nights","Air","VFR",338.919997,72874.3,0.339044988,0.774639888235154,215.019180470487
"THB",2012,"Q1","Thailand","8-14 nights","Air","Holiday",833.335996,499505.997,15.46049976,0.774639888235154,599.405281180246
"THB",2012,"Q1","Thailand","4-7  nights","Air","Business",880.424976,785398.99,3.523000002,0.774639888235154,892.068048283083
"THB",2012,"Q1","Thailand","1-3  nights","Air","Business",677.839994,1027017.981,1.356185019,0.774639888235154,1515.13335018706
"THB",2012,"Q2","Thailand","8-14 nights","Air","Business",2077.896923,2228946.045,15.84945452,0.634545560476091,1072.69326997314
"THB",2012,"Q2","Thailand","15+  nights","Air","VFR",1122.635961,363624.255,20.77089512,0.634545560476091,323.902197713405
"THB",2012,"Q2","Thailand","1-3  nights","Air","Business",841.97697,686328.001,1.684126019,0.634545560476091,815.138686037933
"THB",2012,"Q2","Thailand","8-14 nights","Air","Holiday",3066.683948,2034987.003,23.62679982,0.634545560476091,663.578978957762
"THB",2012,"Q2","Thailand","8-14 nights","Tunnel","Holiday",1314.640045,985983.014,10.51720047,0.634545560476091,750.002266970348
"THB",2012,"Q2","Thailand","4-7  nights","Air","Holiday",1594.04102,701139.987,4.862101972,0.634545560476091,439.850655160681
"THB",2012,"Q2","Thailand","4-7  nights","Air","Business",1204.672962,1903668.016,5.380570054,0.634545560476091,1580.23635961708
"THB",2012,"Q2","Thailand","1-3  nights","Air","Holiday",1763.534993,533538.096,3.801789939,0.634545560476091,302.538990220082
"THB",2012,"Q2","Thailand","15+  nights","Air","Holiday",2252.340913,2931291.536,88.16679001,0.634545560476091,1301.44221022726
"THB",2012,"Q2","Thailand","4-7  nights","Air","VFR",1070.605993,603090.517,5.354139924,0.634545560476091,563.316963423723
"THB",2012,"Q3","Thailand","8-14 nights","Air","Miscellaneous",356.694013,5349.96,4.279459953,0.623190397131877,14.9987378677982
"THB",2012,"Q3","Thailand","4-7  nights","Sea","Business",527.60601,876774.013,2.109100103,0.623190397131877,1661.79686429273
"THB",2012,"Q3","Thailand","8-14 nights","Air","VFR",1358.342052,1102722.019,13.15561986,0.623190397131877,811.814680533795
"THB",2012,"Q3","Thailand","4-7  nights","Air","Holiday",3819.743097,3240958.817,16.6346302,0.623190397131877,848.475600242704
"THB",2012,"Q3","Thailand","1-3  nights","Air","Holiday",472.303987,547825.992,1.41663003,0.623190397131877,1159.90126502997
"THB",2012,"Q3","Thailand","15+  nights","Air","VFR",967.431039,498183.744,41.59105015,0.623190397131877,514.955303186215
"THB",2012,"Q3","Thailand","4-7  nights","Air","Miscellaneous",400.647014,360296.994,0.400566012,0.623190397131877,899.287855418785
"THB",2012,"Q3","Thailand","1-3  nights","Air","Miscellaneous",322.477013,166060.999,0.322411001,0.623190397131877,514.954531038155
"THB",2012,"Q3","Thailand","8-14 nights","Air","Holiday",1434.430003,2138126.045,8.417639852,0.623190397131877,1490.57537874157
"THB",2012,"Q3","Thailand","15+  nights","Air","Holiday",798.233986,1257240.057,18.81739998,0.623190397131877,1575.02697085113
"THB",2012,"Q4","Thailand","1-3  nights","Air","Business",931.882977,1212479.949,2.153189898,0.673153115846341,1301.10751985547
"THB",2012,"Q4","Thailand","8-14 nights","Air","Holiday",948.643982,350347.164,9.42441988,0.673153115846341,369.313642048699
"THB",2012,"Q4","Thailand","15+  nights","Air","VFR",643.603981,909162.968,8.371339798,0.673153115846341,1412.61240582662
"THB",2012,"Q4","Thailand","4-7  nights","Air","Holiday",1287.208974,1202550.963,6.439489841,0.673153115846341,934.231338725891
"THB",2012,"Q4","Thailand","15+  nights","Air","Study",515.724003,139881.998,16.44269943,0.673153115846341,271.234220603069
"THB",2012,"Q4","Thailand","8-14 nights","Air","VFR",305.040002,462374.002,4.272840023,0.673153115846341,1515.7815334659
"THB",2012,"Q4","Thailand","15+  nights","Air","Holiday",321.80199,246306.002,4.829609871,0.673153115846341,765.396143137586
"THB",2012,"Q4","Thailand","8-14 nights","Air","Business",643.603981,814579.993,6.761459827,0.673153115846341,1265.65406219885
"THB",2012,"Q4","Thailand","4-7  nights","Air","Business",321.80199,133616.999,1.287899971,0.673153115846341,415.214955631567
"THB",2013,"Q1","Thailand","1-3  nights","Air","VFR",551.223993,118513.003,1.653669953,1.24375007389237,214.999717909594
"THB",2013,"Q1","Thailand","15+  nights","Air","VFR",905.06798,858619.019,16.00518036,1.24375007389237,948.679036242117
"THB",2013,"Q1","Thailand","4-7  nights","Air","Holiday",459.573001,350318.998,2.590359926,1.24375007389237,762.270623465107
"THB",2013,"Q1","Thailand","8-14 nights","Air","Holiday",761.898994,742410.019,5.30388999,1.24375007389237,974.420526666295
"THB",2013,"Q1","Thailand","4-7  nights","Air","Business",600.251973,909381.986,2.401000023,1.24375007389237,1515.00041133559
"THB",2013,"Q1","Thailand","8-14 nights","Air","VFR",600.251973,565577.015,6.302639961,1.24375007389237,942.232663015337
"THB",2013,"Q2","Thailand","8-14 nights","Air","Holiday",2654.815972,2653841.995,27.18472028,1.31017777945594,999.63312824306
"THB",2013,"Q2","Thailand","1-3  nights","Air","Business",748.365015,602489.993,2.245100021,1.31017777945594,805.075038148329
"THB",2013,"Q2","Thailand","8-14 nights","Air","VFR",628.400028,205141.999,4.398800015,1.31017777945594,326.451288764105
"THB",2013,"Q2","Thailand","4-7  nights","Air","Business",628.400028,1297646.046,3.456200004,1.31017777945594,2064.99998119033
"THB",2013,"Q2","Thailand","4-7  nights","Air","VFR",1196.546018,5178590.059,7.119019985,1.31017777945594,4327.94893058597
"THB",2013,"Q2","Thailand","4-7  nights","Air","Holiday",4178.823054,2903131.992,18.76934201,1.31017777945594,694.724795590735
"THB",2013,"Q2","Thailand","1-3  nights","Air","Miscellaneous",314.200014,161813.006,0.314200014,1.31017777945594,514.99999614895
"THB",2013,"Q2","Thailand","4-7  nights","Air","Miscellaneous",314.200014,428882.986,1.57099998,1.31017777945594,1364.99989462127
"THB",2013,"Q2","Thailand","15+  nights","Air","VFR",854.342014,715353.929,11.36063004,1.31017777945594,837.315638558775
"THB",2013,"Q2","Thailand","1-3  nights","Air","Holiday",596.60399,747521.996,1.88301003,1.31017777945594,1252.96177787882
"THB",2013,"Q2","Thailand","15+  nights","Air","Holiday",2012.467027,3160682.052,38.0934701,1.31017777945594,1570.55097529307
"THB",2013,"Q3","Thailand","15+  nights","Air","Holiday",381.614,608718.991,2.606810093,0.760871752680284,1595.1170318699
"THB",2013,"Q3","Thailand","4-7  nights","Tunnel","Holiday",3598.589897,2342679.977,16.1935997,0.760871752680284,650.999431458694
"THB",2013,"Q3","Thailand","15+  nights","Air","VFR",378.555,840297.997,7.820429802,0.760871752680284,2219.7514152501
"THB",2013,"Q3","Thailand","4-7  nights","Air","Holiday",1203.491986,982089.013,6.731470108,0.760871752680284,816.032864717389
"THB",2013,"Q3","Thailand","4-7  nights","Air","Miscellaneous",419.243008,90385.102,0.419243008,0.760871752680284,215.591197170306
"THB",2013,"Q3","Thailand","8-14 nights","Air","Holiday",3589.09601,14792941.18,17.97547972,0.760871752680284,4121.63428862969
"THB",2013,"Q3","Thailand","8-14 nights","Air","Business",552.770019,601625.025,1.779440045,0.760871752680284,1088.38215590705
"THB",2013,"Q3","Thailand","8-14 nights","Air","VFR",378.555,518356.979,3.724020004,0.760871752680284,1369.30427282693
"THB",2013,"Q3","Thailand","4-7  nights","Air","VFR",2824.721009,3077514.037,11.07154006,0.760871752680284,1089.49309584719
"THB",2013,"Q3","Thailand","4-7  nights","Air","Business",481.047004,2276259.899,2.709969997,0.760871752680284,4731.8866557165
"THB",2013,"Q3","Thailand","1-3  nights","Air","VFR",378.555,131362.006,1.117200017,0.760871752680284,347.009036995945
"THB",2013,"Q4","Thailand","1-3  nights","Tunnel","Holiday",1421.499968,725787.997,2.842689991,0.318730079965524,510.578975264528
"THB",2013,"Q4","Thailand","4-7  nights","Air","Holiday",3026.274949,4373417.02,14.41033018,0.318730079965524,1445.14860470465
"THB",2013,"Q4","Thailand","4-7  nights","Air","Business",777.065009,628922.775,2.400731027,0.318730079965524,809.356704671797
"THB",2013,"Q4","Thailand","1-3  nights","Air","Business",324.090004,1754950.047,0.648180008,0.318730079965524,5415.00825492908
"THB",2013,"Q4","Thailand","8-14 nights","Air","Holiday",2393.390983,1819579.005,17.32272393,0.318730079965524,760.251466611295
"THB",2013,"Q4","Thailand","1-3  nights","Air","Miscellaneous",426.806003,73837.399,0.426806003,0.318730079965524,172.999907407582
"THB",2013,"Q4","Thailand","8-14 nights","Air","Business",324.734002,205184.996,0.974201977,0.318730079965524,631.855594844669
"THB",2013,"Q4","Thailand","15+  nights","Air","Holiday",409.177005,639337.003,7.966340065,0.318730079965524,1562.49494763275
"THB",2013,"Q4","Thailand","15+  nights","Air","VFR",324.734002,10936.9,0.974201977,0.318730079965524,33.679565221507
"THB",2013,"Q4","Thailand","4-7  nights","Air","Miscellaneous",324.734002,113370.001,0.974201977,0.318730079965524,349.116508594009
"THB",2014,"Q1","Thailand","15+  nights","Air","VFR",722.851992,590140.268,35.59885883,-0.0903396795092835,816.40539769032
"THB",2014,"Q1","Thailand","4-7  nights","Air","Holiday",860.186964,849836.044,3.728426933,-0.0903396795092835,987.966662559187
"THB",2014,"Q1","Thailand","4-7  nights","Air","VFR",537.188992,593754.5,2.734232992,-0.0903396795092835,1105.29908252476
"THB",2014,"Q1","Thailand","4-7  nights","Air","Miscellaneous",810.2507,262843.102,1.957517028,-0.0903396795092835,324.397253837609
"THB",2014,"Q1","Thailand","15+  nights","Air","Holiday",292.521,117397.994,1.462605,-0.0903396795092835,401.331849679168
"THB",2014,"Q1","Thailand","4-7  nights","Air","Business",906.188965,1288421.869,5.48199594,-0.0903396795092835,1421.80264686847
"THB",2014,"Q1","Thailand","8-14 nights","Air","Holiday",727.907985,902952.775,6.397481918,-0.0903396795092835,1240.47653495654
"THB",2014,"Q1","Thailand","8-14 nights","Air","VFR",574.217975,123456.873,6.029288769,-0.0903396795092835,215.000014585054
"THB",2014,"Q2","Thailand","4-7  nights","Air","Business",1217.87551,802480.325,5.364424467,-0.175929223216188,658.918188608621
"THB",2014,"Q2","Thailand","15+  nights","Air","Holiday",748.459756,954234.995,17.4038589,-0.175929223216188,1274.93160099846
"THB",2014,"Q2","Thailand","4-7  nights","Air","VFR",618.56395,348363.966,3.062218428,-0.175929223216188,563.181811678485
"THB",2014,"Q2","Thailand","1-3  nights","Air","Miscellaneous",302.472919,49768.426,0.2998285,-0.175929223216188,164.538452449027
"THB",2014,"Q2","Thailand","8-14 nights","Air","VFR",2271.464705,773234.821,23.29282463,-0.175929223216188,340.412430489427
"THB",2014,"Q2","Thailand","4-7  nights","Air","Miscellaneous",339.035898,244775.355,1.344287276,-0.175929223216188,721.974742037494
"THB",2014,"Q2","Thailand","15+  nights","Air","VFR",995.340317,148331.91,15.79578435,-0.175929223216188,149.026325435183
"THB",2014,"Q2","Thailand","1-3  nights","Air","VFR",1786.38047,1142358.601,3.537410617,-0.175929223216188,639.482249265746
"THB",2014,"Q2","Thailand","1-3  nights","Air","Holiday",374.229878,202953.488,1.087741256,-0.175929223216188,542.3230477605
"THB",2014,"Q2","Thailand","4-7  nights","Air","Holiday",2101.865351,3176030.546,10.36146575,-0.175929223216188,1511.0532863054
"THB",2014,"Q2","Thailand","15+  nights","Air","Miscellaneous",304.587662,460159.481,9.057742119,-0.175929223216188,1510.76205115623
"THB",2014,"Q2","Thailand","8-14 nights","Air","Holiday",2993.646473,2737787.127,27.80824661,-0.175929223216188,914.532544738458
"THB",2014,"Q3","Thailand","1-3  nights","Air","VFR",518.197,7772.955,0.518197,-0.0237700344038843,15
"THB",2014,"Q3","Thailand","8-14 nights","Air","Holiday",575.896978,187555.924,3.455382109,-0.0237700344038843,325.676173282507
"THB",2014,"Q3","Thailand","15+  nights","Air","VFR",560.072005,2582.093,3.920504093,-0.0237700344038843,4.61028756472125
"THB",2014,"Q3","Thailand","1-3  nights","Air","Miscellaneous",603.974879,14782.831,2.556694031,-0.0237700344038843,24.4759037403607
"THB",2014,"Q3","Thailand","4-7  nights","Air","Miscellaneous",608.807802,1394.976,2.577152252,-0.0237700344038843,2.29132411808349
"THB",2014,"Q3","Thailand","15+  nights","Air","Business",563.557029,38489.29,1.127114058,-0.0237700344038843,68.2970631531241
"THB",2014,"Q3","Thailand","4-7  nights","Air","VFR",5108.828038,3218331.769,16.83096862,-0.0237700344038843,629.955000454451
"THB",2014,"Q3","Thailand","15+  nights","Air","Study",541.541994,387202.531,27.61864281,-0.0237700344038843,715.000009768402
"THB",2014,"Q3","Thailand","4-7  nights","Air","Holiday",541.541994,258315.533,2.707710028,-0.0237700344038843,477.00000343833
"THB",2014,"Q3","Thailand","8-14 nights","Air","Miscellaneous",1228.121161,3157709.748,57.88096809,-0.0237700344038843,2571.17119082032
"THB",2014,"Q3","Thailand","15+  nights","Air","Holiday",448.706001,132586.896,1.794824004,-0.0237700344038843,295.487235973026
"THB",2014,"Q4","Thailand","1-3  nights","Air","Study",540.637016,265452.772,1.081274033,0.253721769819966,490.999994717343
"THB",2014,"Q4","Thailand","4-7  nights","Air","Business",477.872998,580615.699,3.345110893,0.253721769819966,1215.00001345546
"THB",2014,"Q4","Thailand","15+  nights","Air","Holiday",290.024012,1937940.359,5.510456085,0.253721769819966,6681.99969249443
"THB",2014,"Q4","Thailand","8-14 nights","Air","VFR",1216.212541,1092355.907,11.9580543,0.253721769819966,898.162015417008
"THB",2014,"Q4","Thailand","8-14 nights","Air","Business",638.934016,2565320.015,5.11147213,0.253721769819966,4014.99990728307
"THB",2014,"Q4","Thailand","4-7  nights","Air","Holiday",638.934016,151450.5,0.638934016,0.253721769819966,237.036213767651
"THB",2014,"Q4","Thailand","1-3  nights","Air","Holiday",339.579999,261137.009,1.018740058,0.253721769819966,768.999969871606
"THB",2014,"Q4","Thailand","8-14 nights","Air","Holiday",540.637016,139077.872,1.081274033,0.253721769819966,257.248149653149
"THB",2015,"Q1","Thailand","15+  nights","Air","VFR",963.671982,241311.906,13.30857134,0.638094049021139,250.4087599384
"THB",2015,"Q1","Thailand","15+  nights","Air","Holiday",386.050999,4357357.502,6.948917866,0.638094049021139,11286.9996795423
"THB",2015,"Q1","Thailand","4-7  nights","Air","VFR",1049.512029,2114766.598,5.213833809,0.638094049021139,2014.9998661902
"THB",2015,"Q1","Thailand","8-14 nights","Air","Holiday",1563.847005,914159.745,27.62153959,0.638094049021139,584.558298911088
"THB",2015,"Q1","Thailand","15+  nights","Air","Miscellaneous",739.598989,2016718.909,71.29810619,0.638094049021139,2726.7734799459
"THB",2015,"Q2","Thailand","1-3  nights","Air","Holiday",2177.765936,1815239.608,8.219869494,0.392396702161019,833.532923806372
"THB",2015,"Q2","Thailand","4-7  nights","Air","Holiday",4327.248216,11937303.89,29.20075583,0.392396702161019,2758.63627278459
"THB",2015,"Q2","Thailand","4-7  nights","Sea","VFR",475.868583,597581.565,1.900656104,0.392396702161019,1255.77015661065
"THB",2015,"Q2","Thailand","4-7  nights","Air","Miscellaneous",667.661011,1346438.766,2.667167664,0.392396702161019,2016.65028182992
"THB",2015,"Q2","Thailand","4-7  nights","Tunnel","VFR",1821.539521,365989.596,9.094212532,0.392396702161019,200.923225535659
"THB",2015,"Q2","Thailand","4-7  nights","Air","Business",514.647007,419437.319,3.602529049,0.392396702161019,815.000016117844
"THB",2015,"Q2","Thailand","8-14 nights","Air","Business",654.233992,5465.684,1.962702036,0.392396702161019,8.35432592441635
"THB",2015,"Q2","Thailand","8-14 nights","Air","Holiday",1357.250333,1054523.379,7.664119244,0.392396702161019,776.955697383498
"THB",2015,"Q2","Thailand","1-3  nights","Air","Business",545.193017,8177.895,1.090386033,0.392396702161019,14.9999995322757
"THB",2015,"Q2","Thailand","15+  nights","Air","Miscellaneous",667.661011,678230.941,46.00864029,0.392396702161019,1015.83128238111
"THB",2015,"Q2","Thailand","8-14 nights","Air","VFR",687.613904,66752.106,2.579625845,0.392396702161019,97.0778886402506
"THB",2015,"Q2","Thailand","15+  nights","Air","Holiday",857.191265,10735264.78,132.6524658,0.392396702161019,12523.7682864162
"THB",2015,"Q3","Thailand","8-14 nights","Air","VFR",648.23091,122039.489,9.587193489,-0.168690306584261,188.265457751776
"THB",2015,"Q3","Thailand","4-7  nights","Air","Holiday",1328.790009,1971426.368,8.692501307,-0.168690306584261,1483.625218919
"THB",2015,"Q3","Thailand","4-7  nights","Air","VFR",3314.160466,455891.959,4.870721102,-0.168690306584261,137.558806725564
"THB",2015,"Q3","Thailand","8-14 nights","Air","Business",1218.05799,370454.162,3.543441534,-0.168690306584261,304.135078166516
"THB",2015,"Q3","Thailand","15+  nights","Air","Holiday",633.50898,354.522,1.267017961,-0.168690306584261,0.559616376708662
"THB",2015,"Q3","Thailand","15+  nights","Air","VFR",737.022579,162409.768,6.228801727,-0.168690306584261,220.359284270991
"THB",2015,"Q3","Thailand","4-7  nights","Air","Miscellaneous",609.028995,496358.633,4.263203144,-0.168690306584261,815.000003407063
"THB",2015,"Q3","Thailand","1-3  nights","Air","VFR",648.23091,658273.637,2.054398537,-0.168690306584261,1015.49251485092
"THB",2015,"Q3","Thailand","1-3  nights","Air","Miscellaneous",1301.964045,279922.247,2.603928089,-0.168690306584261,214.999982584004
"THB",2015,"Q4","Thailand","4-7  nights","Air","VFR",478.367001,2232.936,0.956734002,-0.136328091053292,4.66783033807133
"THB",2015,"Q4","Thailand","1-3  nights","Tunnel","Holiday",1533.156037,899962.544,4.599468231,-0.136328091053292,586.999967570816
"THB",2015,"Q4","Thailand","8-14 nights","Air","VFR",478.367001,193376.213,0.956734002,-0.136328091053292,404.242375823913
"THB",2015,"Q4","Thailand","4-7  nights","Air","Business",1421.743006,1009233.475,4.552870035,-0.136328091053292,709.856472471369
"THB",2015,"Q4","Thailand","8-14 nights","Air","Holiday",3436.712742,3748673.663,28.28184819,-0.136328091053292,1090.77305681896
"THB",2015,"Q4","Thailand","1-3  nights","Air","Business",478.367001,174603.954,0.956734002,-0.136328091053292,364.999997146542
"THB",2015,"Q4","Thailand","8-14 nights","Tunnel","VFR",1533.156037,766578.019,13.79840374,-0.136328091053292,500.000000326125
"THB",2015,"Q4","Thailand","8-14 nights","Air","Business",1130.684018,542494.811,6.78410399,-0.136328091053292,479.793472237794
"THB",2015,"Q4","Thailand","4-7  nights","Air","Holiday",2461.58281,1026120.603,12.90289098,-0.136328091053292,416.853984692881
"THB",2015,"Q4","Thailand","15+  nights","Air","VFR",478.367001,340979.725,22.96161652,-0.136328091053292,712.79942865457
"TRY",2006,"Q1","Turkey","15+  nights","Air","VFR",1297.08004,680185.989,90.79262352,1.17520590670531,524.397853659054
"TRY",2006,"Q1","Turkey","1-3  nights","Air","Holiday",526.341021,2112730.026,1.579020023,1.17520590670531,4013.99461889937
"TRY",2006,"Q1","Turkey","1-3  nights","Air","Business",2198.881984,1131958.198,3.686869979,1.17520590670531,514.78806331427
"TRY",2006,"Q1","Turkey","1-3  nights","Air","Miscellaneous",466.789991,73285.997,0.466789991,1.17520590670531,156.999932331454
"TRY",2006,"Q1","Turkey","1-3  nights","Air","VFR",974.250972,168165.997,2.825700045,1.17520590670531,172.610550908437
"TRY",2006,"Q1","Turkey","15+  nights","Air","Business",526.341021,638978.004,11.05319977,1.17520590670531,1214.00000856099
"TRY",2006,"Q1","Turkey","8-14 nights","Air","VFR",634.08798,370876.014,4.904250145,1.17520590670531,584.896774103808
"TRY",2006,"Q1","Turkey","8-14 nights","Air","Holiday",793.537974,321021.404,3.341753066,1.17520590670531,404.544476153828
"TRY",2006,"Q1","Turkey","4-7  nights","Air","Business",1319.878995,3252610.981,6.33220005,1.17520590670531,2464.32513383547
"TRY",2006,"Q1","Turkey","4-7  nights","Sea","Business",1833.78005,15668.1,1.83378005,1.17520590670531,8.54415446389004
"TRY",2006,"Q1","Turkey","1-3  nights","Sea","Business",3667.560101,32934.9,3.667560101,1.17520590670531,8.98005733867045
"TRY",2006,"Q1","Turkey","4-7  nights","Air","Holiday",681.75,634667.993,4.37364006,1.17520590670531,930.939483681702
"TRY",2006,"Q1","Turkey","4-7  nights","Air","VFR",911.231995,556216.985,6.166810036,1.17520590670531,610.401070256538
"TRY",2006,"Q2","Turkey","8-14 nights","Air","Holiday",528.663993,137477.994,0.450208008,0.417790960943375,260.047962071062
"TRY",2006,"Q2","Turkey","8-14 nights","Air","VFR",1267.533988,247081.403,8.999070168,0.417790960943375,194.930791078716
"TRY",2006,"Q2","Turkey","1-3  nights","Air","VFR",1109.420985,502136.007,2.88805306,0.417790960943375,452.610878818017
"TRY",2006,"Q2","Turkey","1-3  nights","Air","Business",2223.520041,960165.396,4.786292866,0.417790960943375,431.822236047028
